player_id,player_name,position,team,model_score,position_rank,recommendation
10218,"Xavier Hutchinson",WR,HOU,27.3,116,SIT
12541,"Dont'e Thornton",WR,LV,26.7,117,SIT
4454,"Kendrick Bourne",WR,ARI,26.7,118,SIT
11068,"Mitchell Tinsley",WR,HOU,26.6,119,SIT
10226,"Andrei Iosivas",WR,CIN,26.4,120,SIT
13150,"Darius Cooper",WR,PHI,26.3,121,SIT
11895,"Mason Tipton",WR,NO,26.3,122,SIT
12535,"Isaac TeSlaa",WR,DET,26.1,123,SIT
10221,"Ronnie Bell",WR,LV,26.1,124,SIT
8135,"Treylon Burks",WR,WAS,26,125,SIT
12718,"Konata Mumpfield",WR,LAR,25.9,126,SIT
7571,"Rashod Bateman",WR,BAL,25.8,127,SIT
11618,"Jalen McMillan",WR,TB,25.5,128,SIT
11617,"Malachi Corley",WR,CLE,25.5,129,SIT
12641,"Jaylin Lane",WR,WAS,25.3,130,SIT
12485,"Tez Johnson",WR,TB,25.3,131,SIT
12483,"Jack Bech",WR,LV,25.2,132,SIT
12497,"Tory Horton",WR,SEA,25.2,133,SIT
11630,"Roman Wilson",WR,PIT,25,134,SIT
3634,"Kalif Raymond",WR,CHI,24.9,135,SIT
11168,"Xavier Smith",WR,LAR,24.9,136,SIT
12547,"Kyle Williams",WR,NE,24.5,137,SIT
9497,"Jalin Hyatt",WR,NYG,24.4,138,SIT
8119,"Jahan Dotson",WR,ATL,24.3,139,SIT
11056,"Jared Wayne",WR,HOU,24.2,140,SIT
9489,"Justin Shorter",WR,LV,23.8,141,SIT
13079,"Jahdae Walker",WR,CHI,23.7,142,SIT
5154,"Trent Sherfield",WR,BUF,23.7,143,SIT
10225,"Jonathan Mingo",WR,DAL,23.5,144,SIT
12536,"Jaylin Noel",WR,HOU,23.4,145,SIT
11650,"Luke McCaffrey",WR,WAS,23.4,146,SIT
7596,"Elijah Moore",WR,PHI,23.3,147,SIT
5121,"Braxton Berrios",WR,NYG,23,148,SIT
11623,"Jordan Whittington",WR,LAR,22.7,149,SIT
8250,"Tay Martin",WR,DET,22.7,150,SIT
4351,"Tim Patrick",WR,NYJ,22.4,151,SIT
11474,"Dylan Drummond",WR,ATL,22.3,152,SIT
11506,"Jalen Moreno-Cropper",WR,NO,22.1,153,SIT
6154,"David Sills",WR,TB,22,154,SIT
3269,"Chris Moore",WR,BAL,21.6,155,SIT
11306,"Xavier Gipson",WR,PHI,21.6,156,SIT
7562,"Tutu Atwell",WR,LAR,21.5,157,SIT
12670,"KeAndre Lambert-Smith",WR,LAC,21.4,158,SIT
7746,"Austin Trammell",WR,JAX,21.3,159,SIT
12482,"Savion Williams",WR,GB,21.3,160,SIT
6386,"Alex Bachman",WR,LAR,21.2,161,SIT
12539,"Arian Smith",WR,NYJ,21.2,162,SIT
8188,"Tyquan Thornton",WR,KC,21.2,163,SIT
8414,"Britain Covey",WR,PHI,20.9,164,SIT
6699,"Gunner Olszewski",WR,NYG,20.9,165,SIT
8117,"Jalen Tolbert",WR,MIA,20.8,166,SIT
8076,"Michael Bandy",WR,DEN,20.7,167,SIT
7496,"Nick Westbrook-Ikhine",WR,IND,20.7,168,SIT
11911,"Jeshaun Jones",WR,MIN,20.4,169,SIT
4274,"David Moore",WR,CAR,19.9,170,SIT
11421,"Ryan Miller",WR,MIA,19.9,171,SIT
11210,"Malik Heath",WR,ATL,19.8,172,SIT
8168,"Skyy Moore",WR,GB,19.8,173,SIT
11157,"Brycen Tremayne",WR,CAR,19.6,174,SIT
10228,"Charlie Jones",WR,NYG,19.6,175,SIT
7595,"Tylan Wallace",WR,CLE,19.6,176,SIT
11034,"Jalen Brooks",WR,ARI,19.5,177,SIT
12634,"Jordan Watkins",WR,SF,19.1,178,SIT
8013,"Tim Jones",WR,JAX,19.1,179,SIT
10234,"Derius Davis",WR,LAC,18.9,180,SIT
8204,"Bo Melton",WR,GB,18.7,181,SIT
13075,"Myles Price",WR,MIN,18.2,182,SIT
12732,"Dominic Lovett",WR,DET,17.9,183,SIT
12496,"Tai Felton",WR,MIN,17.9,184,SIT
6588,"Tom Kennedy",WR,DET,17.8,185,SIT
6427,"Ashton Dulin",WR,IND,17.7,186,SIT
