player_id,player_name,position,team,opponent,offensive_play_caller,defensive_play_caller,play_caller_matchup_score,play_caller_historical_ppr,play_caller_sample_size,player_vs_defensive_caller_score,player_vs_defensive_caller_ppr,player_vs_defensive_caller_sample_size,model_score,position_rank,recommendation
5938,"Lil'Jordan Humphrey",WR,DEN,JAX,"Davis Webb","Anthony Campanile",50,,0,33,1.9,1,29.9,100,SIT
11377,"Tyrell Shavers",WR,BUF,DET,"Joe Brady","Kelvin Sheppard",50,,0,50,,0,29.9,101,SIT
7587,"Dyami Brown",WR,WAS,DAL,"David Blough","Christian Parker",50,,0,38,5.5,1,29.8,102,SIT
13293,"Ja'Kobi Lane",WR,BAL,NO,"Declan Doyle","Brandon Staley",50,,0,50,,0,29.5,103,SIT
13417,"De'Zhaun Stribling",WR,SF,MIA,"Kyle Shanahan","Jeff Hafley",38,12.1,1,50,,0,29.4,104,SIT
9501,"DeMario Douglas",WR,NE,PIT,"Josh McDaniels","Patrick Graham",58,39.7,1,42,8.2,1,28.9,105,SIT
9504,"Kayshon Boutte",WR,HOU,CIN,"Nick Caley","Al Golden",50,,0,54,16.3,1,28.9,106,SIT
11806,"Casey Washington",WR,CAR,ATL,"Brad Idzik","Jeff Ulbrich",50,,0,50,,0,28.2,107,SIT
8223,"Velus Jones",WR,SEA,ARI,"Brian Fleury","Nick Rallis",50,,0,50,,0,28.1,108,SIT
8180,"Jalen Nailor",WR,LV,LAC,"Klint Kubiak","Chris O'Leary",50,,0,19,2.9,3,28,109,SIT
12520,"Xavier Restrepo",WR,TEN,PHI,"Brian Daboll","Vic Fangio",47,25.1,2,50,,0,28,110,SIT
12484,"Jayden Higgins",WR,HOU,CIN,"Nick Caley","Al Golden",50,,0,50,,0,27.9,111,SIT
3286,"Demarcus Robinson",WR,SF,MIA,"Kyle Shanahan","Jeff Hafley",38,12.1,1,47,11.8,1,27.8,112,SIT
12503,"Isaiah Bond",WR,CLE,TB,"Todd Monken","Todd Bowles",51,29.1,1,50,,0,27.8,113,SIT
12542,"Efton Chism",WR,NE,PIT,"Josh McDaniels","Patrick Graham",58,39.7,1,50,,0,27.6,114,SIT
4950,"Christian Kirk",WR,SF,MIA,"Kyle Shanahan","Jeff Hafley",38,12.1,1,50,,0,27.3,115,SIT
10218,"Xavier Hutchinson",WR,HOU,CIN,"Nick Caley","Al Golden",50,,0,50,,0,27.3,116,SIT
12541,"Dont'e Thornton",WR,LV,LAC,"Klint Kubiak","Chris O'Leary",50,,0,50,,0,26.7,117,SIT
4454,"Kendrick Bourne",WR,ARI,SEA,"Mike LaFleur","Mike Macdonald",60,41.5,1,50,,0,26.7,118,SIT
11068,"Mitchell Tinsley",WR,HOU,CIN,"Nick Caley","Al Golden",50,,0,50,,0,26.6,119,SIT
10226,"Andrei Iosivas",WR,CIN,HOU,"Zac Taylor","Matt Burke",50,,0,50,,0,26.4,120,SIT
13150,"Darius Cooper",WR,PHI,TEN,"Sean Mannion","Robert Saleh",50,,0,50,,0,26.3,121,SIT
11895,"Mason Tipton",WR,NO,BAL,"Kellen Moore","Jesse Minter",50,,0,35,3.4,1,26.3,122,SIT
12535,"Isaac TeSlaa",WR,DET,BUF,"Drew Petzing","Jim Leonhard",50,,0,50,,0,26.1,123,SIT
10221,"Ronnie Bell",WR,LV,LAC,"Klint Kubiak","Chris O'Leary",50,,0,50,,0,26.1,124,SIT
8135,"Treylon Burks",WR,WAS,DAL,"David Blough","Christian Parker",50,,0,50,,0,26,125,SIT
12718,"Konata Mumpfield",WR,LA,NYG,"Sean McVay","Dennard Wilson",70,56.4,1,50,,0,25.9,126,SIT
7571,"Rashod Bateman",WR,BAL,NO,"Declan Doyle","Brandon Staley",50,,0,50,,0,25.8,127,SIT
11618,"Jalen McMillan",WR,TB,CLE,"Zac Robinson","Mike Rutenberg",50,,0,50,,0,25.5,128,SIT
11617,"Malachi Corley",WR,CLE,TB,"Todd Monken","Todd Bowles",51,29.1,1,50,,0,25.5,129,SIT
8188,"Tyquan Thornton",WR,KC,IND,"Andy Reid","Lou Anarumo",48,26.92,4,16,2.17,3,25.4,130,SIT
12641,"Jaylin Lane",WR,WAS,DAL,"David Blough","Christian Parker",50,,0,50,,0,25.3,131,SIT
12485,"Tez Johnson",WR,TB,CLE,"Zac Robinson","Mike Rutenberg",50,,0,50,,0,25.3,132,SIT
12483,"Jack Bech",WR,LV,LAC,"Klint Kubiak","Chris O'Leary",50,,0,50,,0,25.2,133,SIT
12497,"Tory Horton",WR,SEA,ARI,"Brian Fleury","Nick Rallis",50,,0,33,2,1,25.2,134,SIT
11630,"Roman Wilson",WR,PIT,NE,"Mike McCarthy","Zak Kuhr",50,,0,50,,0,25,135,SIT
3634,"Kalif Raymond",WR,CHI,MIN,"Ben Johnson","Brian Flores",54,30.5,4,50,,0,24.9,136,SIT
11168,"Xavier Smith",WR,LA,NYG,"Sean McVay","Dennard Wilson",70,56.4,1,30,0,1,24.9,137,SIT
12547,"Kyle Williams",WR,NE,PIT,"Josh McDaniels","Patrick Graham",58,39.7,1,33,2.2,1,24.5,138,SIT
9497,"Jalin Hyatt",WR,NYG,LA,"Matt Nagy","Chris Shula",50,,0,50,,0,24.4,139,SIT
8119,"Jahan Dotson",WR,ATL,CAR,"Tommy Rees","Ejiro Evero",50,,0,50,,0,24.3,140,SIT
11056,"Jared Wayne",WR,HOU,CIN,"Nick Caley","Al Golden",50,,0,50,,0,24.2,141,SIT
8076,"Michael Bandy",WR,DEN,JAX,"Davis Webb","Anthony Campanile",50,,0,50,,0,24.1,142,SIT
9489,"Justin Shorter",WR,LV,LAC,"Klint Kubiak","Chris O'Leary",50,,0,50,,0,23.8,143,SIT
13079,"Jahdae Walker",WR,CHI,MIN,"Ben Johnson","Brian Flores",54,30.5,4,50,,0,23.7,144,SIT
5154,"Trent Sherfield",WR,BUF,DET,"Joe Brady","Kelvin Sheppard",50,,0,23,1.45,2,23.7,145,SIT
10225,"Jonathan Mingo",WR,DAL,WAS,"Brian Schottenheimer","Daronte Jones",50,,0,50,,0,23.5,146,SIT
12536,"Jaylin Noel",WR,HOU,CIN,"Nick Caley","Al Golden",50,,0,50,,0,23.4,147,SIT
11650,"Luke McCaffrey",WR,WAS,DAL,"David Blough","Christian Parker",50,,0,50,,0,23.4,148,SIT
7596,"Elijah Moore",WR,PHI,TEN,"Sean Mannion","Robert Saleh",50,,0,50,,0,23.3,149,SIT
5121,"Braxton Berrios",WR,NYG,LA,"Matt Nagy","Chris Shula",50,,0,50,,0,23,150,SIT
11623,"Jordan Whittington",WR,LA,NYG,"Sean McVay","Dennard Wilson",70,56.4,1,39,6.2,1,22.7,151,SIT
8250,"Tay Martin",WR,DET,BUF,"Drew Petzing","Jim Leonhard",50,,0,50,,0,22.7,152,SIT
12505,"Jalen Royals",WR,KC,IND,"Andy Reid","Lou Anarumo",48,26.92,4,50,,0,22.6,153,SIT
4351,"Tim Patrick",WR,NYJ,GB,"Frank Reich","Jonathan Gannon",52,31,1,33,2.1,1,22.4,154,SIT
11474,"Dylan Drummond",WR,ATL,CAR,"Tommy Rees","Ejiro Evero",50,,0,50,,0,22.3,155,SIT
11506,"Jalen Moreno-Cropper",WR,NO,BAL,"Kellen Moore","Jesse Minter",50,,0,50,,0,22.1,156,SIT
6154,"David Sills",WR,TB,CLE,"Zac Robinson","Mike Rutenberg",50,,0,24,2,2,22,157,SIT
3269,"Chris Moore",WR,BAL,NO,"Declan Doyle","Brandon Staley",50,,0,50,,0,21.6,158,SIT
11306,"Xavier Gipson",WR,PHI,TEN,"Sean Mannion","Robert Saleh",50,,0,50,,0,21.6,159,SIT
7562,"Tutu Atwell",WR,LA,NYG,"Sean McVay","Dennard Wilson",70,56.4,1,30,0,1,21.5,160,SIT
12670,"KeAndre Lambert-Smith",WR,LAC,LV,"Mike McDaniel","Rob Leonard",50,,0,50,,0,21.4,161,SIT
7746,"Austin Trammell",WR,JAX,DEN,"Liam Coen","Vance Joseph",54,31.8,2,50,,0,21.3,162,SIT
12482,"Savion Williams",WR,GB,NYJ,"Matt LaFleur","Aaron Glenn",66,37.43,4,50,,0,21.3,163,SIT
6386,"Alex Bachman",WR,LA,NYG,"Sean McVay","Dennard Wilson",70,56.4,1,50,,0,21.2,164,SIT
12539,"Arian Smith",WR,NYJ,GB,"Frank Reich","Jonathan Gannon",52,31,1,50,,0,21.2,165,SIT
8414,"Britain Covey",WR,PHI,TEN,"Sean Mannion","Robert Saleh",50,,0,50,,0,20.9,166,SIT
6699,"Gunner Olszewski",WR,NYG,LA,"Matt Nagy","Chris Shula",50,,0,50,,0,20.9,167,SIT
8117,"Jalen Tolbert",WR,MIA,SF,"Bobby Slowik","Raheem Morris",50,,0,50,,0,20.8,168,SIT
7496,"Nick Westbrook-Ikhine",WR,IND,KC,"Shane Steichen","Steve Spagnuolo",48,26.1,1,50,,0,20.7,169,SIT
11911,"Jeshaun Jones",WR,MIN,CHI,"Kevin O'Connell","Dennis Allen",54,31.3,3,50,,0,20.4,170,SIT
4274,"David Moore",WR,CAR,ATL,"Brad Idzik","Jeff Ulbrich",50,,0,32,1.5,1,19.9,171,SIT
11421,"Ryan Miller",WR,MIA,SF,"Bobby Slowik","Raheem Morris",50,,0,50,,0,19.9,172,SIT
11210,"Malik Heath",WR,ATL,CAR,"Tommy Rees","Ejiro Evero",50,,0,42,8.6,1,19.8,173,SIT
8168,"Skyy Moore",WR,GB,NYJ,"Matt LaFleur","Aaron Glenn",66,37.43,4,50,,0,19.8,174,SIT
11157,"Brycen Tremayne",WR,CAR,ATL,"Brad Idzik","Jeff Ulbrich",50,,0,28,3.6,2,19.6,175,SIT
10228,"Charlie Jones",WR,NYG,LA,"Matt Nagy","Chris Shula",50,,0,50,,0,19.6,176,SIT
7595,"Tylan Wallace",WR,CLE,TB,"Todd Monken","Todd Bowles",51,29.1,1,50,,0,19.6,177,SIT
11034,"Jalen Brooks",WR,ARI,SEA,"Mike LaFleur","Mike Macdonald",60,41.5,1,50,,0,19.5,178,SIT
12634,"Jordan Watkins",WR,SF,MIA,"Kyle Shanahan","Jeff Hafley",38,12.1,1,50,,0,19.1,179,SIT
11320,"Nikko Remigio",WR,KC,IND,"Andy Reid","Lou Anarumo",48,26.92,4,30,0,1,19.1,180,SIT
8013,"Tim Jones",WR,JAX,DEN,"Liam Coen","Vance Joseph",54,31.8,2,50,,0,19.1,181,SIT
8204,"Bo Melton",WR,GB,NYJ,"Matt LaFleur","Aaron Glenn",66,37.43,4,34,2.9,1,18.7,182,SIT
13075,"Myles Price",WR,MIN,CHI,"Kevin O'Connell","Dennis Allen",54,31.3,3,20,0,2,18.2,183,SIT
12732,"Dominic Lovett",WR,DET,BUF,"Drew Petzing","Jim Leonhard",50,,0,50,,0,17.9,184,SIT
12496,"Tai Felton",WR,MIN,CHI,"Kevin O'Connell","Dennis Allen",54,31.3,3,20,0,2,17.9,185,SIT
6588,"Tom Kennedy",WR,DET,BUF,"Drew Petzing","Jim Leonhard",50,,0,50,,0,17.8,186,SIT
6427,"Ashton Dulin",WR,IND,KC,"Shane Steichen","Steve Spagnuolo",48,26.1,1,28,3.75,2,17.7,187,SIT
8253,"Deven Thompkins",WR,LV,LAC,"Klint Kubiak","Chris O'Leary",50,,0,24,1.6,2,17.6,188,SIT
11994,"Kameron Johnson",WR,TB,CLE,"Zac Robinson","Mike Rutenberg",50,,0,50,,0,17.6,189,SIT
5773,"KhaDarel Hodge",WR,SF,MIA,"Kyle Shanahan","Jeff Hafley",38,12.1,1,16,1.8,3,17.6,190,SIT
12889,"Beaux Collins",WR,ATL,CAR,"Tommy Rees","Ejiro Evero",50,,0,50,,0,17.4,191,SIT
7757,"Ben Skowronek",WR,PIT,NE,"Mike McCarthy","Zak Kuhr",50,,0,50,,0,17.4,192,SIT
11629,"Devontez Walker",WR,BAL,NO,"Declan Doyle","Brandon Staley",50,,0,50,,0,17.4,193,SIT
10234,"Derius Davis",WR,LAC,LV,"Mike McDaniel","Rob Leonard",50,,0,50,,0,17.1,194,SIT
12699,"LaJohntay Wester",WR,BAL,NO,"Declan Doyle","Brandon Staley",50,,0,50,,0,16.9,195,SIT
7521,"Chris Blair",WR,ATL,CAR,"Tommy Rees","Ejiro Evero",50,,0,50,,0,16.6,196,SIT
11762,"Anthony Gould",WR,IND,KC,"Shane Steichen","Steve Spagnuolo",48,26.1,1,30,0,1,16.1,197,SIT
8755,"Kaden Davis",WR,CHI,MIN,"Ben Johnson","Brian Flores",54,30.5,4,50,,0,15.8,198,SIT
12971,"Ke'Shawn Williams",WR,CIN,HOU,"Zac Taylor","Matt Burke",50,,0,50,,0,15.8,199,SIT
7039,"Cody White",WR,LV,LAC,"Klint Kubiak","Chris O'Leary",50,,0,20,0,2,15.2,200,SIT
7812,"Simi Fehoko",WR,ARI,SEA,"Mike LaFleur","Mike Macdonald",60,41.5,1,20,0,2,15.1,201,SIT
3155,"Laquon Treadwell",WR,IND,KC,"Shane Steichen","Steve Spagnuolo",48,26.1,1,26,2.8,2,14.9,202,SIT
12888,"Dalen Cambre",WR,NYG,LA,"Matt Nagy","Chris Shula",50,,0,50,,0,14.7,203,SIT
6847,"Devin Duvernay",WR,ARI,SEA,"Mike LaFleur","Mike Macdonald",60,41.5,1,10,0,3,14.3,204,SIT
10867,"Jake Bobo",WR,SEA,ARI,"Brian Fleury","Nick Rallis",50,,0,20,5.62,4,13.5,205,SIT
8527,"Dareke Young",WR,LV,LAC,"Klint Kubiak","Chris O'Leary",50,,0,0,0,4,13.2,206,SIT
8130,"Trey McBride",TE,ARI,SEA,"Mike LaFleur","Mike Macdonald",48,11.6,1,98,19.8,4,70.8,1,START
4217,"George Kittle",TE,SF,MIA,"Kyle Shanahan","Jeff Hafley",61,20.2,1,70,20.2,1,58.1,2,START
7553,"Kyle Pitts",TE,ATL,CAR,"Tommy Rees","Ejiro Evero",50,,0,31,6.2,4,57.2,3,START
12506,"Harold Fannin",TE,CLE,TB,"Todd Monken","Todd Bowles",70,26.2,1,50,,0,54.2,4,START
5001,"Dalton Schultz",TE,HOU,CIN,"Nick Caley","Al Golden",50,,0,50,,0,52.6,5,START
5022,"Dallas Goedert",TE,PHI,TEN,"Sean Mannion","Robert Saleh",50,,0,50,,0,51.7,6,START
9484,"Tucker Kraft",TE,GB,NYJ,"Matt LaFleur","Aaron Glenn",40,10.6,4,40,8.18,4,51.2,7,START
11604,"Brock Bowers",TE,LV,LAC,"Klint Kubiak","Chris O'Leary",50,,0,50,,0,50.7,8,START
12517,"Colston Loveland",TE,CHI,MIN,"Ben Johnson","Brian Flores",40,10.6,4,35,5.1,2,46.8,9,START
9480,"Brenton Strange",TE,JAX,DEN,"Liam Coen","Vance Joseph",54,14.95,2,60,14.9,1,45.9,10,START
7002,"Juwan Johnson",TE,NO,BAL,"Kellen Moore","Jesse Minter",50,,0,46,7.8,1,45.9,11,START
6865,"Colby Parkinson",TE,LA,NYG,"Sean McVay","Dennard Wilson",54,15.5,1,50,,0,45.8,12,START
12518,"Tyler Warren",TE,IND,KC,"Shane Steichen","Steve Spagnuolo",61,20.2,1,49,9.5,1,45.5,13,SIT
10859,"Sam LaPorta",TE,DET,BUF,"Drew Petzing","Jim Leonhard",50,,0,50,,0,45.4,14,SIT
3214,"Hunter Henry",TE,NE,PIT,"Josh McDaniels","Patrick Graham",49,12.6,1,30,5.07,3,45,15,SIT
11603,"AJ Barner",TE,SEA,ARI,"Brian Fleury","Nick Rallis",50,,0,24,4.92,4,41.7,16,SIT
8111,"Cade Otton",TE,TB,CLE,"Zac Robinson","Mike Rutenberg",50,,0,50,,0,41.6,17,SIT
8172,"Greg Dulcich",TE,MIA,SF,"Bobby Slowik","Raheem Morris",50,,0,58,13.9,1,41.6,18,SIT
1466,"Travis Kelce",TE,KC,IND,"Andy Reid","Lou Anarumo",38,10.05,4,30,6.05,4,41.3,19,SIT
8110,"Jake Ferguson",TE,DAL,WAS,"Brian Schottenheimer","Daronte Jones",50,,0,50,,0,41,20,SIT
8210,"Chig Okonkwo",TE,WAS,DAL,"David Blough","Christian Parker",50,,0,49,9.6,1,40.5,21,SIT
7600,"Pat Freiermuth",TE,PIT,NE,"Mike McCarthy","Zak Kuhr",50,,0,50,,0,39.5,22,SIT
11597,"Theo Johnson",TE,NYG,LA,"Matt Nagy","Chris Shula",50,,0,50,,0,38.6,23,SIT
2505,"Darren Waller",TE,CAR,ATL,"Brad Idzik","Jeff Ulbrich",50,,0,50,10.1,1,38.1,24,SIT
4066,"Evan Engram",TE,DEN,JAX,"Davis Webb","Anthony Campanile",50,,0,41,5.6,1,38.1,25,SIT
12498,"Mason Taylor",TE,NYJ,GB,"Frank Reich","Jonathan Gannon",38,5,1,50,,0,38.1,26,SIT
5906,"Dawson Knox",TE,BUF,DET,"Joe Brady","Kelvin Sheppard",50,,0,50,,0,38,27,SIT
5844,"T.J. Hockenson",TE,MIN,CHI,"Kevin O'Connell","Dennis Allen",29,6.3,3,37,5.7,2,37.9,28,SIT
5012,"Mark Andrews",TE,BAL,NO,"Declan Doyle","Brandon Staley",50,,0,50,,0,37.8,29,SIT
10236,"Dalton Kincaid",TE,BUF,DET,"Joe Brady","Kelvin Sheppard",50,,0,50,,0,37.6,30,SIT
8041,"Shane Zylstra",TE,NE,PIT,"Josh McDaniels","Patrick Graham",49,12.6,1,50,,0,37.2,31,SIT
12493,"Oronde Gadsden",TE,LAC,LV,"Mike McDaniel","Rob Leonard",50,,0,50,,0,37,32,SIT
3271,"Tyler Higbee",TE,LA,NYG,"Sean McVay","Dennard Wilson",54,15.5,1,45,7.7,1,37,33,SIT
8698,"Jake Tonges",TE,SF,MIA,"Kyle Shanahan","Jeff Hafley",61,20.2,1,50,,0,36.5,34,SIT
13421,"Eli Raridon",TE,NE,PIT,"Josh McDaniels","Patrick Graham",49,12.6,1,50,,0,35.9,35,SIT
4033,"David Njoku",TE,LAC,LV,"Mike McDaniel","Rob Leonard",50,,0,58,13.9,1,35.6,36,SIT
11599,"Cade Stover",TE,HOU,CIN,"Nick Caley","Al Golden",50,,0,50,,0,35.5,37,SIT
13434,"Will Kacmarek",TE,MIA,SF,"Bobby Slowik","Raheem Morris",50,,0,50,,0,35.3,38,SIT
13299,"Nate Boerkircher",TE,JAX,DEN,"Liam Coen","Vance Joseph",54,14.95,2,50,,0,34.8,39,SIT
11592,"Erick All",TE,CIN,HOU,"Zac Taylor","Matt Burke",50,,0,50,,0,34.5,40,SIT
4993,"Mike Gesicki",TE,CIN,HOU,"Zac Taylor","Matt Burke",50,,0,50,,0,34.4,41,SIT
9482,"Michael Mayer",TE,LV,LAC,"Klint Kubiak","Chris O'Leary",50,,0,50,,0,33.8,42,SIT
13330,"Kenyon Sadiq",TE,NYJ,GB,"Frank Reich","Jonathan Gannon",38,5,1,50,,0,33.6,43,SIT
9479,"Darnell Washington",TE,PIT,NE,"Mike McCarthy","Zak Kuhr",50,,0,50,,0,33.4,44,SIT
13349,"Eli Stowers",TE,PHI,TEN,"Sean Mannion","Robert Saleh",50,,0,50,,0,33.1,45,SIT
4144,"Jonnu Smith",TE,GB,NYJ,"Matt LaFleur","Aaron Glenn",40,10.6,4,50,,0,33,46,SIT
4995,"Ian Thomas",TE,LV,LAC,"Klint Kubiak","Chris O'Leary",50,,0,50,,0,32.9,47,SIT
8131,"Isaiah Likely",TE,NYG,LA,"Matt Nagy","Chris Shula",50,,0,50,,0,32.4,48,SIT
12487,"Terrance Ferguson",TE,LA,NYG,"Sean McVay","Dennard Wilson",54,15.5,1,50,,0,31.5,49,SIT
9481,"Luke Musgrave",TE,GB,NYJ,"Matt LaFleur","Aaron Glenn",40,10.6,4,32,1.1,1,30.4,50,SIT
12502,"Gunnar Helm",TE,TEN,PHI,"Brian Daboll","Vic Fangio",29,3.8,2,50,,0,30.1,51,SIT
8489,"Drew Ogletree",TE,IND,KC,"Shane Steichen","Steve Spagnuolo",61,20.2,1,50,,0,29.8,52,SIT
6826,"Cole Kmet",TE,CHI,MIN,"Ben Johnson","Brian Flores",40,10.6,4,36,7.35,4,29.5,53,SIT
6869,"Adam Trautman",TE,DEN,JAX,"Davis Webb","Anthony Campanile",50,,0,37,3.4,1,29.3,54,SIT
3202,"Austin Hooper",TE,ATL,CAR,"Tommy Rees","Ejiro Evero",50,,0,29,2.95,2,29.3,55,SIT
13210,"Drake Dabney",TE,GB,NYJ,"Matt LaFleur","Aaron Glenn",40,10.6,4,50,,0,29.2,56,SIT
8249,"Lucas Krull",TE,DEN,JAX,"Davis Webb","Anthony Campanile",50,,0,50,,0,29.1,57,SIT
7535,"Hunter Long",TE,ARI,SEA,"Mike LaFleur","Mike Macdonald",48,11.6,1,50,,0,28.3,58,SIT
10871,"Luke Schoonmaker",TE,DAL,WAS,"Brian Schottenheimer","Daronte Jones",50,,0,50,,0,28.1,59,SIT
8799,"Zaire Mitchell-Paden",TE,HOU,CIN,"Nick Caley","Al Golden",50,,0,50,,0,28,60,SIT
8170,"James Mitchell",TE,DAL,WAS,"Brian Schottenheimer","Daronte Jones",50,,0,36,3.2,1,27.3,61,SIT
5857,"Noah Fant",TE,NO,BAL,"Kellen Moore","Jesse Minter",50,,0,50,,0,27.2,62,SIT
7694,"Tommy Tremble",TE,CAR,ATL,"Brad Idzik","Jeff Ulbrich",50,,0,35,5,2,27.2,63,SIT
8145,"Jeremy Ruckert",TE,NYJ,GB,"Frank Reich","Jonathan Gannon",38,5,1,50,,0,27.1,64,SIT
6001,"Drew Sample",TE,CIN,HOU,"Zac Taylor","Matt Burke",50,,0,50,,0,27,65,SIT
10231,"Elijah Higgins",TE,ARI,SEA,"Mike LaFleur","Mike Macdonald",48,11.6,1,7,1.35,4,26.9,66,SIT
4054,"Mo Alie-Cox",TE,IND,KC,"Shane Steichen","Steve Spagnuolo",61,20.2,1,25,1.9,2,26.6,67,SIT
5409,"Tanner Hudson",TE,CIN,HOU,"Zac Taylor","Matt Burke",50,,0,50,,0,26.4,68,SIT
11596,"Ben Sinnott",TE,WAS,DAL,"David Blough","Christian Parker",50,,0,50,,0,26.2,69,SIT
12658,"Jackson Hawes",TE,BUF,DET,"Joe Brady","Kelvin Sheppard",50,,0,50,,0,26.2,70,SIT
8225,"Daniel Bellinger",TE,TEN,PHI,"Brian Daboll","Vic Fangio",29,3.8,2,50,,0,26,71,SIT
11433,"Nate Adkins",TE,DEN,JAX,"Davis Webb","Anthony Campanile",50,,0,30,0,1,25.9,72,SIT
5985,"Foster Moreau",TE,HOU,CIN,"Nick Caley","Al Golden",50,,0,30,0,1,25.7,73,SIT
7828,"Noah Gray",TE,KC,IND,"Andy Reid","Lou Anarumo",38,10.05,4,27,4.23,3,25,74,SIT
12521,"Elijah Arroyo",TE,SEA,ARI,"Brian Fleury","Nick Rallis",50,,0,32,3.95,2,24.9,75,SIT
7716,"John Bates",TE,WAS,DAL,"David Blough","Christian Parker",50,,0,50,,0,24.9,76,SIT
7891,"Brock Wright",TE,DET,BUF,"Drew Petzing","Jim Leonhard",50,,0,50,,0,24.8,77,SIT
11371,"Julian Hill",TE,NE,PIT,"Josh McDaniels","Patrick Graham",49,12.6,1,50,,0,24.7,78,SIT
10214,"Davis Allen",TE,LA,NYG,"Sean McVay","Dennard Wilson",54,15.5,1,46,7.8,1,24.4,79,SIT
5973,"Josh Oliver",TE,MIN,CHI,"Kevin O'Connell","Dennis Allen",29,6.3,3,16,1.7,3,24.3,80,SIT
12062,"Cam Grandy",TE,MIN,CHI,"Kevin O'Connell","Dennis Allen",29,6.3,3,50,,0,24.1,81,SIT
8177,"Grant Calcaterra",TE,PHI,TEN,"Sean Mannion","Robert Saleh",50,,0,50,,0,24.1,82,SIT
8583,"Stone Smartt",TE,NO,BAL,"Kellen Moore","Jesse Minter",50,,0,50,,0,23.8,83,SIT
4314,"Johnny Mundt",TE,PHI,TEN,"Sean Mannion","Robert Saleh",50,,0,44,7.1,1,23.7,84,SIT
12715,"Thomas Fidone",TE,NYG,LA,"Matt Nagy","Chris Shula",50,,0,50,,0,23.3,85,SIT
11201,"Blake Whiteheart",TE,CLE,TB,"Todd Monken","Todd Bowles",70,26.2,1,50,,0,22.9,86,SIT
12480,"Moliki Matavao",TE,NO,BAL,"Kellen Moore","Jesse Minter",50,,0,50,,0,22.9,87,SIT
11593,"Brevyn Spann-Ford",TE,DAL,WAS,"Brian Schottenheimer","Daronte Jones",50,,0,50,,0,22.3,88,SIT
12765,"Keleki Latu",TE,BUF,DET,"Joe Brady","Kelvin Sheppard",50,,0,50,,0,22.3,89,SIT
10224,"Brayden Willis",TE,SF,MIA,"Kyle Shanahan","Jeff Hafley",61,20.2,1,50,,0,22.2,90,SIT
5133,"Tyler Conklin",TE,DET,BUF,"Drew Petzing","Jim Leonhard",50,,0,50,,0,22.1,91,SIT
11716,"Tip Reiman",TE,ARI,SEA,"Mike LaFleur","Mike Macdonald",48,11.6,1,24,1.2,2,21.8,92,SIT
7536,"Quintin Morris",TE,JAX,DEN,"Liam Coen","Vance Joseph",54,14.95,2,33,1.5,1,21.6,93,SIT
10220,"Will Mallory",TE,IND,KC,"Shane Steichen","Steve Spagnuolo",61,20.2,1,50,,0,21.5,94,SIT
11600,"Ja'Tavion Sanders",TE,CAR,ATL,"Brad Idzik","Jeff Ulbrich",50,,0,34,4.65,2,21.4,95,SIT
8219,"Jelani Woods",TE,NYJ,GB,"Frank Reich","Jonathan Gannon",38,5,1,50,,0,21.4,96,SIT
10212,"Josh Whyle",TE,GB,NYJ,"Matt LaFleur","Aaron Glenn",40,10.6,4,40,5.3,1,21.4,97,SIT
7842,"Luke Farrell",TE,SF,MIA,"Kyle Shanahan","Jeff Hafley",61,20.2,1,30,0,1,21.1,98,SIT
8127,"Charlie Kolar",TE,LAC,LV,"Mike McDaniel","Rob Leonard",50,,0,50,,0,20.9,99,SIT
4189,"Eric Saubert",TE,SEA,ARI,"Brian Fleury","Nick Rallis",50,,0,28,2.85,2,20.9,100,SIT
12473,"Mitchell Evans",TE,CAR,ATL,"Brad Idzik","Jeff Ulbrich",50,,0,30,3.35,2,20.9,101,SIT
7075,"Charlie Woerner",TE,ATL,CAR,"Tommy Rees","Ejiro Evero",50,,0,11,0.17,3,20.8,102,SIT
11820,"Devin Culp",TE,TB,CLE,"Zac Robinson","Mike Rutenberg",50,,0,50,,0,20.6,103,SIT
8227,"Teagan Quitoriano",TE,ARI,SEA,"Mike LaFleur","Mike Macdonald",48,11.6,1,50,,0,20.1,104,SIT
10227,"Payne Durham",TE,TB,CLE,"Zac Robinson","Mike Rutenberg",50,,0,50,,0,19.8,105,SIT
11381,"Travis Vokolek",TE,ARI,SEA,"Mike LaFleur","Mike Macdonald",48,11.6,1,50,,0,19.7,106,SIT
10210,"Cameron Latu",TE,NE,PIT,"Josh McDaniels","Patrick Graham",49,12.6,1,50,,0,19.6,107,SIT
12389,"Hayden Rucci",TE,JAX,DEN,"Liam Coen","Vance Joseph",54,14.95,2,50,,0,19.6,108,SIT
4443,"Pharaoh Brown",TE,IND,KC,"Shane Steichen","Steve Spagnuolo",61,20.2,1,50,,0,19.3,109,SIT
4602,"Robert Tonyan",TE,PIT,NE,"Mike McCarthy","Zak Kuhr",50,,0,50,,0,19.3,110,SIT
12045,"Jack Westover",TE,WAS,DAL,"David Blough","Christian Parker",50,,0,50,,0,19,111,SIT
5008,"Durham Smythe",TE,BAL,NO,"Declan Doyle","Brandon Staley",50,,0,34,1.8,1,18.8,112,SIT
11942,"Colson Yankoff",TE,WAS,DAL,"David Blough","Christian Parker",50,,0,50,,0,18.5,113,SIT
3048,"Chris Manhertz",TE,NYG,LA,"Matt Nagy","Chris Shula",50,,0,50,,0,18.4,114,SIT
